web-scraper-order,web-scraper-start-url,featured,featured-href,recommended,recommended-href
"1581309443-888","https://www.youtube.com/user/ColliderVideos/videos","2020 Oscar Nominations: Surprises and Snubs - For Your Consideration","https://www.youtube.com/watch?v=ltmQp6nQ8eE","Stephen Colbert's 360 Tour of The Late Show
              
            
            
              
    
    
    
    
      
        
    
    
      
        The Late Show with Stephen Colbert
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        360°","https://www.youtube.com/watch?v=RaD_0g0BFDA"
"1581309435-872","https://www.youtube.com/user/ColliderVideos/videos","Little Women Q&A: Greta Gerwig, Saoirse Ronan & Florence Pugh - Collider + Arclight FYC Series","https://www.youtube.com/watch?v=86I5V8Cp9aA","Jennifer Lopez Breaks Down Her Entire Super Bowl Halftime Show from Pole to Daughter Duet
              
            
            
              
    
    
    
    
      
        
    
    
      
        The Tonight Show Starring Jimmy Fallon
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=WkbfBtm9tsU"
"1581309527-1024","https://www.youtube.com/user/ColliderVideos/videos","The Best of Sundance 2020: Promising Young Woman, Palm Springs and More","https://www.youtube.com/watch?v=9FCxSyhyB5M","Actors Roundtable: Adam Driver, Shia LaBeouf, Robert De Niro, Tom Hanks, Jamie Foxx | Close Up
              
            
            
              
    
    
    
    
      
        
    
    
      
        The Hollywood Reporter
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=ibPkLdbG4VU"
"1581309488-957","https://www.youtube.com/user/ColliderVideos/videos","Paul Bettany Says 'WandaVision' Is ""So Bonkers"" & ""Really Risky""","https://www.youtube.com/watch?v=EJReIqmzleA","Inter 4-2 Milan | Incredible Inter Comeback Takes the Milan Derby! | Serie A TIM
              
            
            
              
    
    
    
    
      
        
    
    
      
        Serie A
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=yfrnLE9x504"
"1581309425-841","https://www.youtube.com/user/ColliderVideos/videos","Collider Video Town Hall with CEO Marc Fernandez","https://www.youtube.com/watch?v=-_kuwqZwVvg","Mark Hamill in Conversation with Frank Oz
              
            
            
              
    
    
    
    
      
        
    
    
      
        92nd Street Y
      
      

    
      
    

    
    
    
  
        •
      
      
        
          478K views","https://www.youtube.com/watch?v=BNYdNM3mIyM"
"1581309425-844","https://www.youtube.com/user/ColliderVideos/videos","Collider Video Town Hall with CEO Marc Fernandez","https://www.youtube.com/watch?v=-_kuwqZwVvg","Oh, Hello: Nick Kroll and John Mulaney as Gil Faizon and George St. Geegland
              
            
            
              
    
    
    
    
      
        
    
    
      
        92nd Street Y
      
      

    
      
    

    
    
    
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=pUgwTkDhgbo"
"1581309546-1052","https://www.youtube.com/user/ColliderVideos/videos","Did Cliff Booth Kill His Wife? Hollywood Weighs In","https://www.youtube.com/watch?v=_w8sye3Hhok","Everything Wrong With The Fate of the Furious
              
            
            
              
    
    
    
    
      
        
    
    
      
        CinemaSins
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=uuCo7mHUQJs"
"1581309496-970","https://www.youtube.com/user/ColliderVideos/videos","Promising Young Woman Review (No Spoilers) - Sundance Film Festival 2020","https://www.youtube.com/watch?v=wySPinZiH6k","Virtual Reality Pictionary with Claire Danes, Lana Condor and Lil Wayne
              
            
            
              
    
    
    
    
      
        
    
    
      
        The Tonight Show Starring Jimmy Fallon
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          703K views
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=_obC2fhS3z4"
"1581309509-992","https://www.youtube.com/user/ColliderVideos/videos","Missing Link: Chris Butler - Collider FYC Screening Series, presented by Arclight Cinemas","https://www.youtube.com/watch?v=PTwqphnUTVE","Avengers Family Feud
              
            
            
              
    
    
    
    
      
        
    
    
      
        Jimmy Kimmel Live
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=VSYjs5RnlRo"
"1581309451-902","https://www.youtube.com/user/ColliderVideos/videos","Leonardo DiCaprio, Brad Pitt, Quentin Tarantino & Crew: Once Upon a Time in Hollywood - Collider FYC","https://www.youtube.com/watch?v=XAd8OKHughw","TEEN WOLF Comic Con Panel 2015
              
            
            
              
    
    
    
    
      
        
    
    
      
        Flicks And The City
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=rPloTYUjIGk"
"1581309536-1034","https://www.youtube.com/user/ColliderVideos/videos","Birds of Prey Review: This Movie Kicks A$$!","https://www.youtube.com/watch?v=mmLHmBvDYXM","SIDEMEN BLIND DATING 2
              
            
            
              
    
    
    
    
      
        
    
    
      
        Sidemen
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=IX7JTmv6TYw"
"1581309470-930","https://www.youtube.com/user/ColliderVideos/videos","Us Writer/Director Jordan Peele - Collider FYC Screening Series, presented by Arclight Cinemas","https://www.youtube.com/watch?v=pdechGsiPvE","Actors Roundtable: Adam Driver, Shia LaBeouf, Robert De Niro, Tom Hanks, Jamie Foxx | Close Up
              
            
            
              
    
    
    
    
      
        
    
    
      
        The Hollywood Reporter
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=ibPkLdbG4VU"
"1581309483-951","https://www.youtube.com/user/ColliderVideos/videos","Summertime Review - Sundance Film Festival 2020","https://www.youtube.com/watch?v=rEyZ8UPdDck","TEAM LEBRON vs TEAM GIANNIS | 2019 NBA All-Star Game | February 17, 2019
              
            
            
              
    
    
    
    
      
        
    
    
      
        NBA
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=OrH7JHHn_q4"
"1581309447-893","https://www.youtube.com/user/ColliderVideos/videos","Dolittle Movie Review: Robert Downey Jr. Talks to Animals and Gives a Colonic","https://www.youtube.com/watch?v=Q-8erbnuHkE","Marvel Fantastic Four Announcement Breakdown - Marvel Phase 4 Easter Eggs
              
            
            
              
    
    
    
    
      
        
    
    
      
        Emergency Awesome
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=TA5I51KfIwQ"
"1581309462-920","https://www.youtube.com/user/ColliderVideos/videos","Star Wars: Duel of the Fates Script Spoiler Review - Rule of Two","https://www.youtube.com/watch?v=gu79_3oOE6Q","Doctor Strange 2 Announcement Breakdown - Marvel Phase 4 Spiderman Easter Eggs
              
            
            
              
    
    
    
    
      
        
    
    
      
        Emergency Awesome
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      

    
      Verified
    

    
  
  
        •
      
      
        
          641K views
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=zbR8njXdPnA"
"1581309439-880","https://www.youtube.com/user/ColliderVideos/videos","Portrait of a Lady on Fire: Céline Sciamma, Noémie Merlant, Adèle Haenel - Collider x Arclight FYC","https://www.youtube.com/watch?v=iNQTfl2lEnI","Oh, Hello: Nick Kroll and John Mulaney as Gil Faizon and George St. Geegland
              
            
            
              
    
    
    
    
      
        
    
    
      
        92nd Street Y
      
      

    
      
    

    
    
    
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=pUgwTkDhgbo"
"1581309513-994","https://www.youtube.com/user/ColliderVideos/videos","Ron Howard Reflects on Making Solo: ""It Was Almost a Rewrite and a Continuation""","https://www.youtube.com/watch?v=B5o49MHhG-k","VFX Artist Breaks Down the Best Visual Effects Oscars Nominees | WIRED
              
            
            
              
    
    
    
    
      
        
    
    
      
        WIRED
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          472K views
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=sN5LYwrVMW0"
"1581309488-958","https://www.youtube.com/user/ColliderVideos/videos","Paul Bettany Says 'WandaVision' Is ""So Bonkers"" & ""Really Risky""","https://www.youtube.com/watch?v=EJReIqmzleA","Speed Round With the Star Wars: The Last Jedi Cast: Light Side vs. Dark Side | Oh My Disney Show
              
            
            
              
    
    
    
    
      
        
    
    
      
        Oh My Disney
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          234K views","https://www.youtube.com/watch?v=KlWXyf4F1lA"
"1581309488-959","https://www.youtube.com/user/ColliderVideos/videos","Paul Bettany Says 'WandaVision' Is ""So Bonkers"" & ""Really Risky""","https://www.youtube.com/watch?v=EJReIqmzleA","Jennifer Lopez Breaks Down Her Entire Super Bowl Halftime Show from Pole to Daughter Duet
              
            
            
              
    
    
    
    
      
        
    
    
      
        The Tonight Show Starring Jimmy Fallon
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=WkbfBtm9tsU"
"1581309513-996","https://www.youtube.com/user/ColliderVideos/videos","Ron Howard Reflects on Making Solo: ""It Was Almost a Rewrite and a Continuation""","https://www.youtube.com/watch?v=B5o49MHhG-k","Avengers Family Feud
              
            
            
              
    
    
    
    
      
        
    
    
      
        Jimmy Kimmel Live
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=VSYjs5RnlRo"
"1581309435-873","https://www.youtube.com/user/ColliderVideos/videos","Little Women Q&A: Greta Gerwig, Saoirse Ronan & Florence Pugh - Collider + Arclight FYC Series","https://www.youtube.com/watch?v=86I5V8Cp9aA","Conversations with Adam Driver of MARRIAGE STORY
              
            
            
              
    
    
    
    
      
        
    
    
      
        SAG-AFTRA Foundation
      
      

    
      
    

    
    
    
  
        •
      
      
        
          49K views","https://www.youtube.com/watch?v=RjoFewCQQ2s"
"1581309546-1054","https://www.youtube.com/user/ColliderVideos/videos","Did Cliff Booth Kill His Wife? Hollywood Weighs In","https://www.youtube.com/watch?v=_w8sye3Hhok","Everything Wrong With Blade: Trinity In 16 Minutes Or Less
              
            
            
              
    
    
    
    
      
        
    
    
      
        CinemaSins
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=Z_vvCIcJuSI"
"1581309470-934","https://www.youtube.com/user/ColliderVideos/videos","Us Writer/Director Jordan Peele - Collider FYC Screening Series, presented by Arclight Cinemas","https://www.youtube.com/watch?v=pdechGsiPvE","Adam Sandler & Kevin Garnett on Uncut Gems
              
            
            
              
    
    
    
    
      
        
    
    
      
        Jimmy Kimmel Live
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=GKKx0YxX6p4"
"1581309443-887","https://www.youtube.com/user/ColliderVideos/videos","2020 Oscar Nominations: Surprises and Snubs - For Your Consideration","https://www.youtube.com/watch?v=ltmQp6nQ8eE","Ellen DeGeneres' 86th Oscars Opening
              
            
            
              
    
    
    
    
      
        
    
    
      
        Oscars
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=HUmX6CiMoFk"
"1581309527-1020","https://www.youtube.com/user/ColliderVideos/videos","The Best of Sundance 2020: Promising Young Woman, Palm Springs and More","https://www.youtube.com/watch?v=9FCxSyhyB5M","Roger Deakins Breaks Down His Award-Winning Cinematography Career | Rotten Tomatoes
              
            
            
              
    
    
    
    
      
        
    
    
      
        Rotten Tomatoes
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=3B2LcltRAt4"
"1581309522-1009","https://www.youtube.com/user/ColliderVideos/videos","Renée Zellweger is Judy Garland in JUDY - Collider FYC Screening Series presented by Arclight","https://www.youtube.com/watch?v=fCAt29c58WM","lofi hip hop radio - beats to relax/study to
              
            
            
              
    
    
    
    
      
        
    
    
      
        ChilledCow
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          24K watching
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        LIVE NOW","https://www.youtube.com/watch?v=hHW1oY26kxQ"
"1581309462-910","https://www.youtube.com/user/ColliderVideos/videos","Star Wars: Duel of the Fates Script Spoiler Review - Rule of Two","https://www.youtube.com/watch?v=gu79_3oOE6Q","Everything Wrong With The Fate of the Furious
              
            
            
              
    
    
    
    
      
        
    
    
      
        CinemaSins
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      

    
      Verified
    

    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=uuCo7mHUQJs"
"1581309425-846","https://www.youtube.com/user/ColliderVideos/videos","Collider Video Town Hall with CEO Marc Fernandez","https://www.youtube.com/watch?v=-_kuwqZwVvg","Marvel Fantastic Four Announcement Breakdown - Marvel Phase 4 Easter Eggs
              
            
            
              
    
    
    
    
      
        
    
    
      
        Emergency Awesome
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=TA5I51KfIwQ"
"1581309477-942","https://www.youtube.com/user/ColliderVideos/videos","Taika Waititi talks Jojo Rabbit - Collider FYC Screening Series, presented by Arclight Cinemas","https://www.youtube.com/watch?v=KmNoUhQGsBU","Actors Roundtable: Adam Driver, Shia LaBeouf, Robert De Niro, Tom Hanks, Jamie Foxx | Close Up
              
            
            
              
    
    
    
    
      
        
    
    
      
        The Hollywood Reporter
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=ibPkLdbG4VU"
"1581309439-881","https://www.youtube.com/user/ColliderVideos/videos","Portrait of a Lady on Fire: Céline Sciamma, Noémie Merlant, Adèle Haenel - Collider x Arclight FYC","https://www.youtube.com/watch?v=iNQTfl2lEnI","VFX Artist Breaks Down the Best Visual Effects Oscars Nominees | WIRED
              
            
            
              
    
    
    
    
      
        
    
    
      
        WIRED
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=sN5LYwrVMW0"
"1581309462-911","https://www.youtube.com/user/ColliderVideos/videos","Star Wars: Duel of the Fates Script Spoiler Review - Rule of Two","https://www.youtube.com/watch?v=gu79_3oOE6Q","Everything Wrong With Blade: Trinity In 16 Minutes Or Less
              
            
            
              
    
    
    
    
      
        
    
    
      
        CinemaSins
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      

    
      Verified
    

    
  
  
        •
      
      
        
          1.7M views","https://www.youtube.com/watch?v=Z_vvCIcJuSI"
"1581309439-874","https://www.youtube.com/user/ColliderVideos/videos","Portrait of a Lady on Fire: Céline Sciamma, Noémie Merlant, Adèle Haenel - Collider x Arclight FYC","https://www.youtube.com/watch?v=iNQTfl2lEnI","PORTRAIT DE LA JEUNE FILLE EN FEU - Conférence de presse - Cannes 2019 - VF
              
            
            
              
    
    
    
    
      
        
    
    
      
        Festival de Cannes (Officiel)
      
      

    
      
    

    
    
    
  
        •
      
      
        
          41K views","https://www.youtube.com/watch?v=OKNo4vlDrvc"
"1581309542-1047","https://www.youtube.com/user/ColliderVideos/videos","Andy Samberg, Toni Collette and More Sundance Stars Pick New Oscar Categories","https://www.youtube.com/watch?v=ijEfDK-f_B0","The Best of the Cold Opens - Brooklyn Nine-Nine (Mashup)
              
            
            
              
    
    
    
    
      
        
    
    
      
        Brooklyn Nine-Nine
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=oArYmPhiqUg"
"1581309531-1030","https://www.youtube.com/user/ColliderVideos/videos","Final Oscar Predictions, Including a Parasite Shocker - For Your Consideration","https://www.youtube.com/watch?v=dUeHu7KD0c8","Mark Hamill in Conversation with Frank Oz
              
            
            
              
    
    
    
    
      
        
    
    
      
        92nd Street Y
      
      

    
      
    

    
    
    
  
        •
      
      
        
          478K views","https://www.youtube.com/watch?v=BNYdNM3mIyM"
"1581309542-1049","https://www.youtube.com/user/ColliderVideos/videos","Andy Samberg, Toni Collette and More Sundance Stars Pick New Oscar Categories","https://www.youtube.com/watch?v=ijEfDK-f_B0","Conan Busts His Employees Eating Cake  - CONAN on TBS
              
            
            
              
    
    
    
    
      
        
    
    
      
        Team Coco
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=j_pC0-Jfsq0"
"1581309522-1011","https://www.youtube.com/user/ColliderVideos/videos","Renée Zellweger is Judy Garland in JUDY - Collider FYC Screening Series presented by Arclight","https://www.youtube.com/watch?v=fCAt29c58WM","Avengers Infinity Saga Deleted Scene - Thor Gets the Odin Force Marvel Easter Eggs
              
            
            
              
    
    
    
    
      
        
    
    
      
        Emergency Awesome
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=qK_CueYRCVY"
"1581309536-1041","https://www.youtube.com/user/ColliderVideos/videos","Birds of Prey Review: This Movie Kicks A$$!","https://www.youtube.com/watch?v=mmLHmBvDYXM","Everything Wrong With Blade: Trinity In 16 Minutes Or Less
              
            
            
              
    
    
    
    
      
        
    
    
      
        CinemaSins
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=Z_vvCIcJuSI"
"1581309439-875","https://www.youtube.com/user/ColliderVideos/videos","Portrait of a Lady on Fire: Céline Sciamma, Noémie Merlant, Adèle Haenel - Collider x Arclight FYC","https://www.youtube.com/watch?v=iNQTfl2lEnI","Patton Oswalt Is Shocked When Stephen Colbert Tells Him To Skip ""The Hobbit""
              
            
            
              
    
    
    
    
      
        
    
    
      
        The Late Show with Stephen Colbert
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=CSLli0KW_Rs"
"1581309477-948","https://www.youtube.com/user/ColliderVideos/videos","Taika Waititi talks Jojo Rabbit - Collider FYC Screening Series, presented by Arclight Cinemas","https://www.youtube.com/watch?v=KmNoUhQGsBU","Roger Deakins Breaks Down His Award-Winning Cinematography Career | Rotten Tomatoes
              
            
            
              
    
    
    
    
      
        
    
    
      
        Rotten Tomatoes
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          202K views","https://www.youtube.com/watch?v=3B2LcltRAt4"
"1581309501-981","https://www.youtube.com/user/ColliderVideos/videos","Willow Disney Plus Series: Ron Howard Reveals When It Takes Place","https://www.youtube.com/watch?v=724Kb3t4zMg","Billie Eilish Confirms James Bond Theme Song Is Finished | E! Red Carpet & Award Shows
              
            
            
              
    
    
    
    
      
        
    
    
      
        E! Red Carpet & Award Shows
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=E9N0S6UvUdk"
"1581309462-921","https://www.youtube.com/user/ColliderVideos/videos","Star Wars: Duel of the Fates Script Spoiler Review - Rule of Two","https://www.youtube.com/watch?v=gu79_3oOE6Q","Mark Hamill in Conversation with Frank Oz
              
            
            
              
    
    
    
    
      
        
    
    
      
        92nd Street Y
      
      

    
      
    

    
    
    
  
        •
      
      
        
          478K views","https://www.youtube.com/watch?v=BNYdNM3mIyM"
"1581309451-896","https://www.youtube.com/user/ColliderVideos/videos","Leonardo DiCaprio, Brad Pitt, Quentin Tarantino & Crew: Once Upon a Time in Hollywood - Collider FYC","https://www.youtube.com/watch?v=XAd8OKHughw","VFX Artist Breaks Down the Best Visual Effects Oscars Nominees | WIRED
              
            
            
              
    
    
    
    
      
        
    
    
      
        WIRED
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          472K views
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=sN5LYwrVMW0"
"1581309462-908","https://www.youtube.com/user/ColliderVideos/videos","Star Wars: Duel of the Fates Script Spoiler Review - Rule of Two","https://www.youtube.com/watch?v=gu79_3oOE6Q","What Made WITCHER 3 A Big Deal?
              
            
            
              
    
    
    
    
      
        
    
    
      
        gameranx
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      

    
      Verified
    

    
  
  
        •
      
      
        
          Recommended for you
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=ByEC8rc_j4c"
"1581309492-968","https://www.youtube.com/user/ColliderVideos/videos","Ben Whishaw Teases How 'No Time to Die' Connects to All of Daniel Craig's Bond Films","https://www.youtube.com/watch?v=J0Q3iQTARhA","Jennifer Lopez Breaks Down Her Entire Super Bowl Halftime Show from Pole to Daughter Duet
              
            
            
              
    
    
    
    
      
        
    
    
      
        The Tonight Show Starring Jimmy Fallon
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=WkbfBtm9tsU"
"1581309488-955","https://www.youtube.com/user/ColliderVideos/videos","Paul Bettany Says 'WandaVision' Is ""So Bonkers"" & ""Really Risky""","https://www.youtube.com/watch?v=EJReIqmzleA","Ryan Reynolds & Jake Gyllenhaal Answer the Web's Most Searched Questions | WIRED
              
            
            
              
    
    
    
    
      
        
    
    
      
        WIRED
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          33M views","https://www.youtube.com/watch?v=z2VZ_OGz0RU"
"1581309425-843","https://www.youtube.com/user/ColliderVideos/videos","Collider Video Town Hall with CEO Marc Fernandez","https://www.youtube.com/watch?v=-_kuwqZwVvg","Jennifer Lopez Breaks Down Her Entire Super Bowl Halftime Show from Pole to Daughter Duet
              
            
            
              
    
    
    
    
      
        
    
    
      
        The Tonight Show Starring Jimmy Fallon
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=WkbfBtm9tsU"
"1581309501-982","https://www.youtube.com/user/ColliderVideos/videos","Willow Disney Plus Series: Ron Howard Reveals When It Takes Place","https://www.youtube.com/watch?v=724Kb3t4zMg","Top 10 Most Beautiful Animated Movies of All Time
              
            
            
              
    
    
    
    
      
        
    
    
      
        CineFix
      
      

    
      
    

    
    
    
    
      
        
        
      
    
    
  
        
      
    
  
  
        •
      
      
        
          Recommended for you","https://www.youtube.com/watch?v=Box4Clu1-1k"
"1581309501-978","https://www.youtube.com/user/ColliderVideos/videos","Willow Disney Plus Series: Ron Howard Reveals When It Takes Place","https://www.youtube.com/watch?v=724Kb3t4zMg","Birds of Prey Opening Weekend Box Office - Flop?
              
            
            
              
    
    
    
    
      
        
    
    
      
        Beyond The Trailer
      
      

    
      
    

    
    
    
  
        •
      
      
        
          88K views
        
      
    
    
      
    
    
  
              
    
    
      
        
        
        New","https://www.youtube.com/watch?v=blMmUFURl4o"
